date,item,category
2024-03-5,Item_874,Electronics
2024-03-6,Item_875,Books
2024-03-7,Item_876,Electronics
2024-03-8,Item_877,Books
2024-03-9,Item_878,Electronics
2024-03-10,Item_879,Books
2024-03-11,Item_880,Electronics
2024-03-12,Item_881,Books
2024-03-13,Item_882,Electronics
2024-03-14,Item_883,Books
2024-03-15,Item_884,Electronics
2024-03-16,Item_885,Books
2024-03-17,Item_886,Electronics
2024-03-18,Item_887,Books
2024-03-19,Item_888,Electronics
2024-03-20,Item_889,Books
2024-03-21,Item_890,Electronics
2024-03-22,Item_891,Books
2024-03-23,Item_892,Electronics
2024-03-24,Item_893,Books
2024-03-25,Item_894,Electronics
2024-03-26,Item_895,Books
2024-03-27,Item_896,Electronics
2024-03-28,Item_897,Books
2024-03-29,Item_898,Electronics
2024-03-30,Item_899,Books
2024-03-1,Item_900,Electronics
2024-03-2,Item_901,Books
2024-03-3,Item_902,Electronics
2024-03-4,Item_903,Books
2024-03-5,Item_904,Electronics
2024-03-6,Item_905,Books
2024-03-7,Item_906,Electronics
2024-03-8,Item_907,Books
2024-03-9,Item_908,Electronics
2024-03-10,Item_909,Books
2024-03-11,Item_910,Electronics
2024-03-12,Item_911,Books
2024-03-13,Item_912,Electronics
2024-03-14,Item_913,Books
2024-03-15,Item_914,Electronics
2024-03-16,Item_915,Books
2024-03-17,Item_916,Electronics
2024-03-18,Item_917,Books
2024-03-19,Item_918,Electronics
2024-03-20,Item_919,Books
2024-03-21,Item_920,Electronics
2024-03-22,Item_921,Books
2024-03-23,Item_922,Electronics
2024-03-24,Item_923,Books
2024-03-25,Item_924,Electronics
2024-03-26,Item_925,Books
2024-03-27,Item_926,Electronics
2024-03-28,Item_927,Books
2024-03-29,Item_928,Electronics
2024-03-30,Item_929,Books
2024-03-1,Item_930,Electronics
2024-03-2,Item_931,Books
2024-03-3,Item_932,Electronics
2024-03-4,Item_933,Books
2024-03-5,Item_934,Electronics
2024-03-6,Item_935,Books
2024-03-7,Item_936,Electronics
2024-03-8,Item_937,Books
2024-03-9,Item_938,Electronics
2024-03-10,Item_939,Books
2024-03-11,Item_940,Electronics
2024-03-12,Item_941,Books
2024-03-13,Item_942,Electronics
2024-03-14,Item_943,Books
2024-03-15,Item_944,Electronics
2024-03-16,Item_945,Books
2024-03-17,Item_946,Electronics
2024-03-18,Item_947,Books
2024-03-19,Item_948,Electronics
2024-03-20,Item_949,Books
2024-03-21,Item_950,Electronics
2024-03-22,Item_951,Books
2024-03-23,Item_952,Electronics
2024-03-24,Item_953,Books
2024-03-25,Item_954,Electronics
2024-03-26,Item_955,Books
2024-03-27,Item_956,Electronics
2024-03-28,Item_957,Books
2024-03-29,Item_958,Electronics
2024-03-30,Item_959,Books
2024-03-1,Item_960,Electronics
2024-03-2,Item_961,Books
2024-03-3,Item_962,Electronics
2024-03-4,Item_963,Books
2024-03-5,Item_964,Electronics
2024-03-6,Item_965,Books
2024-03-7,Item_966,Electronics
2024-03-8,Item_967,Books
2024-03-9,Item_968,Electronics
2024-03-10,Item_969,Books
2024-03-11,Item_970,Electronics
2024-03-12,Item_971,Books
2024-03-13,Item_972,Electronics
2024-03-14,Item_973,Books
2024-03-15,Item_974,Electronics
2024-03-16,Item_975,Books
2024-03-17,Item_976,Electronics
2024-03-18,Item_977,Books
2024-03-19,Item_978,Electronics
2024-03-20,Item_979,Books
2024-03-21,Item_980,Electronics
2024-03-22,Item_981,Books
2024-03-23,Item_982,Electronics
2024-03-24,Item_983,Books
2024-03-25,Item_984,Electronics
2024-03-26,Item_985,Books
2024-03-27,Item_986,Electronics
2024-03-28,Item_987,Books
2024-03-29,Item_988,Electronics
2024-03-30,Item_989,Books
2024-03-1,Item_990,Electronics
2024-03-2,Item_991,Books
2024-03-3,Item_992,Electronics
2024-03-4,Item_993,Books
2024-03-5,Item_994,Electronics
2024-03-6,Item_995,Books
2024-03-7,Item_996,Electronics
2024-03-8,Item_997,Books
2024-03-9,Item_998,Electronics
2024-03-10,Item_999,Books
